"educ_yrs","age","exper","month_interview","wealth_group","female","rural","earnings_usd","years_lived_elsewhere","christian_main","christian_evang","muslim","kikuyu"
7,35,22,5,2,0,1,232.558139534884,35,0,1,0,0
6,28,16,5,1,0,1,232.558139534884,28,0,1,0,0
8,42,28,6,2,0,1,232.558139534884,42,0,1,0,0
7,47,34,6,1,0,1,232.558139534884,26,1,0,0,0
8,37,23,6,4,0,1,232.558139534884,37,0,1,0,0
5,38,27,7,1,0,1,232.558139534884,27,0,1,0,0
16,27,5,7,5,0,1,232.558139534884,27,0,1,0,0
8,33,19,3,2,0,0,232.558139534884,33,0,1,0,0
7,26,13,5,3,0,1,232.558139534884,26,0,1,0,0
8,47,33,6,2,0,1,232.558139534884,47,0,1,0,0
11,40,23,5,1,0,1,232.558139534884,40,1,0,0,0
10,41,25,3,5,0,0,232.558139534884,36,0,1,0,0
7,25,12,3,3,0,0,232.558139534884,25,1,0,0,0
9,35,20,2,3,0,0,232.558139534884,17,1,0,0,0
8,39,25,2,3,0,0,232.558139534884,39,1,0,0,0
12,53,35,6,5,0,0,232.558139534884,33,1,0,0,1
12,30,12,5,5,0,0,232.558139534884,26,0,1,0,0
14,24,4,5,4,0,0,232.558139534884,20,0,1,0,1
12,23,5,4,4,0,0,232.558139534884,22,0,1,0,0
12,22,4,4,4,0,0,232.558139534884,0,0,1,0,1
8,33,19,6,4,0,0,232.558139534884,19,0,1,0,0
10,23,7,6,4,0,0,232.558139534884,20,1,0,0,0
8,37,23,3,5,0,0,232.558139534884,14,1,0,0,0
11,17,0,3,5,0,0,232.558139534884,17,1,0,0,0
16,26,4,3,5,0,0,232.558139534884,19,1,0,0,0
12,21,3,3,4,0,0,232.558139534884,21,1,0,0,0
10,21,5,3,3,0,0,232.558139534884,21,1,0,0,0
13,25,6,2,5,0,0,232.558139534884,25,0,1,0,0
12,53,35,2,4,0,0,232.558139534884,45,0,1,0,0
11,45,28,2,4,0,0,232.558139534884,20,0,1,0,0
8,40,26,2,4,0,0,232.558139534884,10,0,1,0,0
8,48,34,5,4,0,0,232.558139534884,18,0,1,0,0
15,32,11,5,5,0,0,232.558139534884,32,0,1,0,0
8,40,26,5,5,0,0,232.558139534884,23,1,0,0,0
10,26,10,2,4,0,0,232.558139534884,22,0,1,0,0
12,25,7,3,5,0,0,232.558139534884,25,1,0,0,0
12,39,21,3,5,0,0,232.558139534884,39,0,1,0,0
9,47,32,3,4,0,0,232.558139534884,27,1,0,0,1
12,26,8,3,4,0,0,232.558139534884,18,0,1,0,0
12,51,33,4,5,0,0,232.558139534884,0,0,1,0,0
16,29,7,4,4,0,0,232.558139534884,23,0,1,0,0
15,41,20,4,5,0,0,232.558139534884,19,1,0,0,0
12,29,11,5,4,0,0,232.558139534884,25,0,1,0,0
16,26,4,5,5,0,0,232.558139534884,16,0,1,0,0
12,28,10,5,4,0,0,232.558139534884,28,1,0,0,0
12,22,4,5,4,0,0,232.558139534884,20,1,0,0,0
15,22,1,5,5,0,0,232.558139534884,0,0,1,0,0
12,29,11,5,5,0,0,232.558139534884,19,0,1,0,0
6,17,5,3,1,0,1,237.209302325581,17,1,0,0,0
9,33,18,6,2,0,1,239.53488372093,33,1,0,0,0
15,26,5,4,5,0,0,241.860465116279,16,0,1,0,0
12,27,9,6,4,0,0,241.860465116279,18,0,1,0,0
8,30,16,3,4,0,0,244.186046511628,27,1,0,0,0
4,28,18,3,1,0,1,244.186046511628,28,1,0,0,0
11,21,4,3,3,0,0,244.186046511628,21,1,0,0,0
0,36,30,4,1,0,0,244.186046511628,36,0,0,1,0
6,41,29,5,3,0,0,244.186046511628,41,0,1,0,0
6,32,20,6,4,0,0,244.186046511628,32,0,0,0,1
12,51,33,2,4,0,1,244.186046511628,51,1,0,0,0
14,34,14,4,3,0,1,244.186046511628,34,1,0,0,0
8,43,29,3,1,0,1,244.186046511628,37,1,0,0,0
12,28,10,4,2,0,1,244.186046511628,28,1,0,0,0
14,21,1,6,4,0,1,246.511627906977,21,0,1,0,0
10,29,13,4,3,0,1,246.511627906977,29,1,0,0,0
7,23,10,6,3,0,1,251.162790697674,17,1,0,0,0
8,31,17,5,2,0,0,255.813953488372,15,1,0,0,0
11,23,6,3,3,0,0,255.813953488372,23,0,0,0,0
0,45,39,3,1,0,1,255.813953488372,45,0,0,1,0
8,21,7,2,4,0,0,255.813953488372,21,0,0,1,0
0,42,36,5,1,0,0,255.813953488372,42,0,0,1,0
12,20,2,6,4,0,0,255.813953488372,20,0,0,1,0
12,25,7,3,3,0,1,255.813953488372,25,1,0,0,0
12,18,0,5,4,0,1,255.813953488372,18,1,0,0,0
15,36,15,6,3,0,1,255.813953488372,36,1,0,0,0
9,51,36,2,3,0,1,255.813953488372,51,0,1,0,0
14,28,8,3,2,0,1,255.813953488372,28,1,0,0,0
12,38,20,3,3,0,1,255.813953488372,38,1,0,0,0
12,29,11,7,5,0,0,255.813953488372,29,0,1,0,1
12,45,27,4,4,0,0,255.813953488372,45,1,0,0,0
15,25,4,5,4,0,1,255.813953488372,25,1,0,0,0
15,53,32,6,3,0,1,255.813953488372,53,0,0,0,0
14,33,13,3,3,0,1,255.813953488372,33,1,0,0,0
8,48,34,3,1,0,1,255.813953488372,48,1,0,0,0
0,29,23,3,1,0,1,255.813953488372,24,1,0,0,0
8,46,32,6,5,0,0,255.813953488372,22,0,1,0,0
8,47,33,6,4,0,0,255.813953488372,24,1,0,0,0
11,27,10,2,4,0,0,255.813953488372,27,1,0,0,0
12,28,10,3,2,0,1,255.813953488372,28,1,0,0,0
6,48,36,5,2,0,1,255.813953488372,38,1,0,0,0
6,28,16,4,2,0,1,255.813953488372,28,0,1,0,0
12,22,4,6,5,0,0,255.813953488372,7,0,1,0,0
14,30,10,6,4,0,0,255.813953488372,28,1,0,0,0
12,24,6,6,4,0,0,255.813953488372,19,0,1,0,0
12,30,12,4,4,0,0,255.813953488372,23,0,1,0,0
8,33,19,7,4,0,0,257.209302325581,33,1,0,0,0
11,40,23,7,4,0,1,260.46511627907,40,1,0,0,0
15,50,29,2,5,0,0,260.46511627907,45,0,1,0,0
7,42,29,6,3,0,0,260.46511627907,33,1,0,0,0
12,30,12,4,4,0,0,262.790697674419,25,1,0,0,0
12,30,12,4,4,0,0,263.720930232558,27,1,0,0,0
8,48,34,5,4,0,0,267.441860465116,37,1,0,0,0
8,24,10,7,5,0,0,267.441860465116,20,1,0,0,0
14,24,4,2,3,0,1,274.418604651163,24,0,1,0,0
5,39,28,5,3,0,0,279.06976744186,17,1,0,0,0
8,41,27,5,4,0,0,279.06976744186,31,0,1,0,0
12,35,17,5,5,0,0,279.06976744186,19,0,1,0,0
8,23,9,5,4,0,0,279.06976744186,19,0,0,0,0
0,36,30,5,2,0,0,279.06976744186,11,0,0,1,0
8,26,12,3,1,0,0,279.06976744186,26,0,0,0,0
10,40,24,3,4,0,0,279.06976744186,17,1,0,0,0
8,51,37,3,2,0,0,279.06976744186,20,1,0,0,0
12,32,14,3,4,0,0,279.06976744186,26,0,1,0,0
14,24,4,4,4,0,0,279.06976744186,24,0,0,1,0
8,42,28,4,3,0,0,279.06976744186,41,0,1,0,0
8,31,17,3,4,0,0,279.06976744186,21,0,0,0,0
0,36,30,3,2,0,0,279.06976744186,15,1,0,0,0
8,37,23,3,4,0,0,279.06976744186,23,1,0,0,0
12,29,11,3,4,0,0,279.06976744186,21,0,1,0,0
2,32,24,6,3,0,0,279.06976744186,32,0,0,1,1
12,35,17,6,4,0,0,279.06976744186,35,0,0,1,0
12,49,31,2,3,0,0,279.06976744186,26,1,0,0,0
8,35,21,4,4,0,0,279.06976744186,22,1,0,0,0
12,27,9,4,4,0,0,279.06976744186,23,1,0,0,0
8,38,24,4,4,0,0,279.06976744186,24,0,0,1,0
5,23,12,2,4,0,0,279.06976744186,21,1,0,0,0
11,27,10,2,4,0,0,279.06976744186,27,0,0,1,0
8,47,33,4,5,0,0,279.06976744186,37,0,1,0,0
7,24,11,3,1,0,1,279.06976744186,24,0,0,1,0
8,18,4,2,1,0,1,279.06976744186,18,0,0,1,0
0,53,47,6,1,0,1,279.06976744186,53,0,1,0,0
17,28,5,6,5,0,1,279.06976744186,28,0,0,1,0
12,25,7,6,1,0,1,279.06976744186,25,0,0,1,0
12,48,30,3,4,0,0,279.06976744186,38,0,0,0,0
14,25,5,3,4,0,0,279.06976744186,24,0,1,0,0
12,51,33,3,3,0,0,279.06976744186,36,1,0,0,1
5,38,27,4,3,0,0,279.06976744186,38,0,0,1,0
12,26,8,4,4,0,1,279.06976744186,24,1,0,0,1
13,27,8,4,4,0,0,279.06976744186,27,0,0,1,0
5,37,26,4,3,0,0,279.06976744186,37,0,0,1,0
8,49,35,5,4,0,0,279.06976744186,49,0,1,0,0
8,36,22,6,3,0,1,279.06976744186,33,0,1,0,0
8,38,24,6,2,0,1,279.06976744186,32,0,1,0,0
8,46,32,5,1,0,1,279.06976744186,46,1,0,0,0
8,44,30,3,1,0,1,279.06976744186,44,1,0,0,0
5,31,20,7,1,0,1,279.06976744186,31,0,1,0,0
12,28,10,5,2,0,1,279.06976744186,28,0,1,0,0
12,27,9,6,4,0,0,279.06976744186,26,1,0,0,0
12,21,3,5,4,0,1,279.06976744186,21,1,0,0,0
14,31,11,6,4,0,0,279.06976744186,11,0,0,1,0
15,35,14,3,4,0,0,279.06976744186,35,0,0,1,0
8,26,12,2,1,0,1,279.06976744186,26,0,0,0,0
15,29,8,2,1,0,1,279.06976744186,29,1,0,0,0
8,28,14,5,3,0,1,279.06976744186,28,1,0,0,0
8,26,12,6,4,0,0,279.06976744186,26,1,0,0,0
12,33,15,5,4,0,0,279.06976744186,27,1,0,0,0
12,30,12,3,2,0,1,279.06976744186,25,0,0,1,0
8,40,26,5,4,0,0,279.06976744186,40,0,0,1,0
0,48,42,3,1,0,1,279.06976744186,48,0,0,1,0
12,27,9,3,3,0,0,279.06976744186,25,0,0,1,0
8,27,13,3,4,0,0,279.06976744186,27,0,0,1,0
5,23,12,4,2,0,0,279.06976744186,23,0,0,1,0
12,49,31,4,3,0,0,279.06976744186,49,1,0,0,1
1,27,20,4,2,0,0,279.06976744186,27,0,0,1,0
5,35,24,4,1,0,1,279.06976744186,35,0,0,1,0
8,43,29,4,2,0,1,279.06976744186,43,0,0,1,0
0,28,22,4,1,0,1,279.06976744186,28,0,0,1,0
8,23,9,2,2,0,0,279.06976744186,23,0,0,1,0
12,43,25,4,1,0,1,279.06976744186,43,0,0,1,0
12,25,7,4,2,0,1,279.06976744186,25,0,0,1,0
3,46,37,4,1,0,1,279.06976744186,46,0,0,1,0
0,34,28,6,2,0,1,279.06976744186,34,0,0,1,0
6,25,13,3,2,0,0,279.06976744186,25,0,0,1,0
10,29,13,3,3,0,0,279.06976744186,29,1,0,0,0
12,35,17,5,3,0,1,279.06976744186,34,1,0,0,0
3,52,43,3,4,0,0,279.06976744186,28,0,1,0,0
11,24,7,3,4,0,0,279.06976744186,24,1,0,0,0
13,30,11,3,3,0,0,279.06976744186,30,1,0,0,0
10,39,23,6,3,0,1,279.06976744186,39,1,0,0,0
10,34,18,2,5,0,0,279.06976744186,34,0,0,1,0
15,27,6,3,3,0,0,279.06976744186,27,0,0,0,0
12,47,29,3,3,0,0,279.06976744186,44,0,0,0,0
8,19,5,3,4,0,0,279.06976744186,17,0,0,0,0
11,23,6,3,3,0,0,279.06976744186,19,0,0,1,0
12,42,24,6,3,0,0,279.06976744186,42,0,0,1,0
0,49,43,2,1,0,0,279.06976744186,49,0,0,1,0
12,22,4,5,4,0,0,279.06976744186,22,0,0,0,0
0,30,24,5,1,0,1,279.06976744186,30,0,0,1,0
15,27,6,3,2,0,1,279.06976744186,27,0,0,1,0
6,19,7,4,1,0,0,279.06976744186,19,0,0,1,0
0,25,19,4,1,0,0,279.06976744186,25,0,0,1,0
12,22,4,2,4,0,0,279.06976744186,22,0,0,1,0
12,21,3,2,2,0,0,279.06976744186,21,0,0,1,0
12,29,11,2,1,0,0,279.06976744186,29,0,0,1,0
8,36,22,2,4,0,0,279.06976744186,36,0,0,1,0
12,48,30,4,3,0,0,279.06976744186,48,0,0,1,0
2,42,34,3,2,0,0,279.06976744186,42,0,0,1,0
0,31,25,3,1,0,0,279.06976744186,31,0,0,1,0
0,52,46,3,1,0,1,279.06976744186,52,0,0,1,0
12,28,10,4,4,0,0,279.06976744186,28,1,0,0,0
8,38,24,2,1,0,1,279.06976744186,38,0,0,1,0
8,46,32,2,3,0,1,279.06976744186,46,0,1,0,0
10,48,32,4,4,0,0,279.06976744186,38,0,1,0,0
8,43,29,4,3,0,0,279.06976744186,39,0,0,1,0
8,36,22,4,3,0,0,279.06976744186,34,0,0,1,0
13,22,3,4,4,0,0,279.06976744186,15,1,0,0,0
7,26,13,4,5,0,0,279.06976744186,14,1,0,0,0
8,38,24,5,3,0,0,279.06976744186,38,0,0,1,0
15,27,6,5,4,0,0,279.06976744186,27,0,0,1,0
8,35,21,4,5,0,1,279.06976744186,35,1,0,0,0
12,21,3,4,4,0,1,279.06976744186,18,0,0,1,0
3,40,31,6,2,0,1,279.06976744186,35,1,0,0,0
12,22,4,2,4,0,0,279.06976744186,22,1,0,0,0
11,33,16,5,4,0,0,279.06976744186,13,0,1,0,0
8,48,34,5,2,0,1,279.06976744186,48,1,0,0,0
7,47,34,4,4,0,1,279.06976744186,47,0,0,0,0
14,29,9,5,5,0,1,279.06976744186,29,1,0,0,0
8,48,34,3,2,0,1,279.06976744186,48,1,0,0,0
7,37,24,3,1,0,1,279.06976744186,37,0,1,0,0
12,20,2,4,4,0,0,279.06976744186,1,1,0,0,0
15,26,5,4,4,0,0,279.06976744186,26,1,0,0,0
12,43,25,4,4,0,0,279.06976744186,41,1,0,0,1
12,32,14,3,4,0,1,279.06976744186,32,1,0,0,0
4,43,33,3,4,0,1,279.06976744186,43,0,1,0,0
8,34,20,2,1,0,1,279.06976744186,34,1,0,0,0
8,38,24,3,2,0,0,279.06976744186,38,0,0,0,0
8,28,14,5,3,0,1,279.06976744186,28,1,0,0,0
8,42,28,6,2,0,1,279.06976744186,42,1,0,0,0
15,33,12,4,3,0,1,279.06976744186,NA,1,0,0,0
12,40,22,7,3,0,1,279.06976744186,40,1,0,0,0
14,46,26,5,2,0,1,279.06976744186,46,1,0,0,0
10,34,18,5,2,0,1,279.06976744186,34,1,0,0,0
8,28,14,4,4,0,0,279.06976744186,28,1,0,0,0
15,45,24,4,2,0,1,279.06976744186,45,1,0,0,0
12,25,7,5,1,0,1,279.06976744186,25,1,0,0,0
12,25,7,4,4,0,0,279.06976744186,25,1,0,0,0
12,41,23,5,3,0,1,279.06976744186,35,0,1,0,1
12,18,0,4,4,0,0,279.06976744186,18,1,0,0,0
8,21,7,4,3,0,0,279.06976744186,4,0,1,0,0
8,37,23,5,3,0,1,279.06976744186,37,0,1,0,0
12,23,5,5,5,0,1,279.06976744186,23,1,0,0,0
8,37,23,2,3,0,1,279.06976744186,37,1,0,0,0
11,26,9,2,4,0,1,279.06976744186,26,0,0,0,0
10,33,17,6,4,0,0,279.06976744186,33,1,0,0,0
10,39,23,6,3,0,0,279.06976744186,38,1,0,0,0
8,38,24,6,3,0,0,279.06976744186,37,1,0,0,0
12,37,19,6,4,0,1,279.06976744186,37,1,0,0,0
8,34,20,6,1,0,1,279.06976744186,34,1,0,0,0
14,24,4,3,4,0,1,279.06976744186,22,1,0,0,0
14,32,12,3,5,0,0,279.06976744186,32,1,0,0,0
12,37,19,3,2,0,1,279.06976744186,37,1,0,0,0
8,29,15,5,3,0,1,279.06976744186,29,1,0,0,0
8,53,39,6,3,0,1,279.06976744186,53,1,0,0,0
8,22,8,4,4,0,1,279.06976744186,22,1,0,0,1
12,26,8,5,4,0,1,279.06976744186,26,1,0,0,1
12,22,4,4,4,0,0,279.06976744186,12,1,0,0,0
12,20,2,6,3,0,1,279.06976744186,20,1,0,0,1
11,20,3,2,3,0,1,279.06976744186,1,1,0,0,1
13,21,2,3,4,0,0,279.06976744186,19,1,0,0,1
9,34,19,3,4,0,1,279.06976744186,30,0,1,0,1
6,45,33,2,3,0,1,279.06976744186,45,1,0,0,1
16,28,6,3,4,0,1,279.06976744186,28,1,0,0,1
12,40,22,6,4,0,1,279.06976744186,22,0,1,0,1
8,34,20,6,3,0,1,279.06976744186,34,1,0,0,1
12,21,3,4,4,0,1,279.06976744186,0,1,0,0,1
12,34,16,6,4,0,0,279.06976744186,27,1,0,0,1
12,46,28,4,4,0,0,279.06976744186,41,0,1,0,0
12,22,4,2,3,0,1,279.06976744186,22,1,0,0,1
12,18,0,5,3,0,1,279.06976744186,18,1,0,0,1
12,20,2,5,4,0,1,279.06976744186,20,1,0,0,1
7,39,26,5,3,0,1,279.06976744186,39,0,0,0,1
8,46,32,5,3,0,1,279.06976744186,46,1,0,0,1
12,45,27,6,3,0,1,279.06976744186,45,1,0,0,1
6,42,30,5,3,0,1,279.06976744186,42,0,0,0,1
12,28,10,5,4,0,1,279.06976744186,28,1,0,0,1
12,19,1,5,4,0,1,279.06976744186,19,1,0,0,1
8,36,22,5,4,0,1,279.06976744186,36,1,0,0,1
15,28,7,6,4,0,1,279.06976744186,28,1,0,0,1
12,24,6,6,2,0,1,279.06976744186,24,0,1,0,1
12,17,-1,4,3,0,1,279.06976744186,17,1,0,0,1
12,21,3,4,5,0,0,279.06976744186,21,1,0,0,1
10,16,0,4,4,0,1,279.06976744186,16,0,0,0,1
6,44,32,3,3,0,1,279.06976744186,44,0,1,0,1
12,42,24,3,3,0,1,279.06976744186,42,1,0,0,1
8,18,4,3,3,0,1,279.06976744186,18,1,0,0,1
9,19,4,3,3,0,1,279.06976744186,19,1,0,0,1
5,40,29,3,4,0,0,279.06976744186,40,1,0,0,1
8,44,30,3,4,0,0,279.06976744186,44,1,0,0,1
12,37,19,4,4,0,1,279.06976744186,37,1,0,0,1
11,24,7,4,2,0,1,279.06976744186,24,0,1,0,0
8,45,31,3,3,0,1,279.06976744186,45,1,0,0,1
8,50,36,5,4,0,0,279.06976744186,50,1,0,0,1
12,54,36,4,4,0,1,279.06976744186,54,1,0,0,1
8,43,29,4,3,0,1,279.06976744186,43,0,1,0,1
15,26,5,5,4,0,1,279.06976744186,26,1,0,0,1
8,36,22,2,4,0,1,279.06976744186,21,1,0,0,1
15,22,1,5,1,0,1,279.06976744186,22,0,1,0,1
8,42,28,6,3,0,1,279.06976744186,27,1,0,0,1
5,29,18,5,4,0,1,279.06976744186,23,0,0,0,0
10,25,9,4,2,0,1,279.06976744186,25,0,0,0,1
7,54,41,3,4,0,0,279.06976744186,43,0,1,0,0
12,25,7,3,3,0,0,279.06976744186,25,1,0,0,0
8,32,18,6,5,0,0,279.06976744186,30,1,0,0,0
12,19,1,6,3,0,0,279.06976744186,17,1,0,0,1
8,26,12,7,4,0,0,279.06976744186,26,1,0,0,1
10,41,25,7,5,0,0,279.06976744186,24,0,1,0,0
12,26,8,5,5,0,0,279.06976744186,25,0,1,0,0
13,31,12,7,4,0,0,279.06976744186,20,0,0,0,0
10,21,5,7,5,0,0,279.06976744186,17,1,0,0,1
8,39,25,6,3,0,1,279.06976744186,39,1,0,0,1
8,18,4,5,4,0,0,279.06976744186,9,0,0,0,1
0,28,22,2,1,0,1,279.06976744186,28,1,0,0,0
0,35,29,6,1,0,1,279.06976744186,35,0,1,0,0
0,45,39,6,1,0,1,279.06976744186,45,1,0,0,0
0,31,25,4,1,0,1,279.06976744186,31,1,0,0,0
8,33,19,5,3,0,0,279.06976744186,26,0,0,0,0
1,25,18,5,2,0,0,279.06976744186,25,1,0,0,0
0,26,20,5,1,0,1,279.06976744186,26,0,1,0,0
15,29,8,3,4,0,0,279.06976744186,29,1,0,0,0
12,21,3,3,1,0,1,279.06976744186,21,1,0,0,0
16,36,14,3,4,0,1,279.06976744186,36,1,0,0,0
0,37,31,4,2,0,1,279.06976744186,37,1,0,0,0
10,27,11,4,4,0,0,279.06976744186,27,1,0,0,0
16,27,5,4,4,0,0,279.06976744186,27,1,0,0,0
12,42,24,2,3,0,1,279.06976744186,42,1,0,0,0
15,49,28,4,3,0,0,279.06976744186,49,1,0,0,0
0,32,26,3,1,0,1,279.06976744186,32,1,0,0,0
9,29,14,3,2,0,1,279.06976744186,29,1,0,0,0
12,25,7,6,3,0,0,279.06976744186,25,1,0,0,0
8,40,26,7,4,0,0,279.06976744186,40,0,1,0,0
6,33,21,3,3,0,1,279.06976744186,33,0,1,0,0
16,24,2,2,3,0,1,279.06976744186,24,1,0,0,0
5,35,24,4,2,0,1,279.06976744186,35,0,0,0,0
13,27,8,4,1,0,1,279.06976744186,27,1,0,0,0
7,40,27,4,2,0,1,279.06976744186,40,0,0,0,1
7,38,25,5,3,0,0,279.06976744186,38,1,0,0,0
7,31,18,5,4,0,0,279.06976744186,31,0,1,0,0
8,35,21,6,4,0,1,279.06976744186,35,1,0,0,0
4,43,33,3,3,0,0,279.06976744186,36,0,1,0,0
12,27,9,3,3,0,0,279.06976744186,25,1,0,0,0
10,33,17,4,5,0,0,279.06976744186,21,0,1,0,0
8,28,14,5,3,0,0,279.06976744186,25,0,1,0,0
13,27,8,5,4,0,0,279.06976744186,26,1,0,0,0
8,40,26,6,2,0,1,279.06976744186,40,1,0,0,0
8,47,33,4,3,0,1,279.06976744186,47,1,0,0,0
12,33,15,4,3,0,1,279.06976744186,33,0,1,0,0
8,40,26,5,2,0,1,279.06976744186,40,1,0,0,0
4,51,41,3,1,0,1,279.06976744186,47,1,0,0,0
4,20,10,3,3,0,1,279.06976744186,16,0,1,0,0
6,50,38,3,1,0,1,279.06976744186,50,1,0,0,0
8,27,13,3,1,0,1,279.06976744186,27,1,0,0,0
12,25,7,3,2,0,1,279.06976744186,25,0,0,0,0
7,23,10,4,1,0,1,279.06976744186,21,1,0,0,0
12,29,11,4,3,0,1,279.06976744186,18,1,0,0,0
10,32,16,5,3,0,1,279.06976744186,32,1,0,0,0
12,32,14,2,2,0,0,279.06976744186,32,1,0,0,0
8,27,13,3,2,0,1,279.06976744186,27,1,0,0,0
6,36,24,2,3,0,0,279.06976744186,36,1,0,0,0
3,32,23,6,2,0,1,279.06976744186,32,1,0,0,0
7,48,35,5,3,0,1,279.06976744186,48,1,0,0,0
15,33,12,4,3,0,1,279.06976744186,33,1,0,0,0
7,43,30,5,3,0,1,279.06976744186,43,0,1,0,0
13,53,34,5,3,0,1,279.06976744186,53,0,1,0,0
12,26,8,6,3,0,1,279.06976744186,21,1,0,0,0
16,28,6,4,3,0,1,279.06976744186,28,1,0,0,0
14,37,17,2,5,0,0,279.06976744186,37,1,0,0,0
14,50,30,3,5,0,1,279.06976744186,50,1,0,0,0
12,22,4,6,4,0,1,279.06976744186,22,0,1,0,0
8,39,25,5,4,0,0,279.06976744186,39,0,1,0,0
8,43,29,5,3,0,1,279.06976744186,43,1,0,0,0
10,26,10,2,4,0,0,279.06976744186,20,1,0,0,0
11,44,27,2,3,0,0,279.06976744186,34,0,1,0,0
8,39,25,3,2,0,1,279.06976744186,39,0,0,1,0
12,19,1,2,3,0,1,279.06976744186,19,0,1,0,0
12,23,5,5,2,0,1,279.06976744186,23,1,0,0,1
8,41,27,5,4,0,0,279.06976744186,41,1,0,0,1
11,25,8,5,4,0,0,279.06976744186,25,1,0,0,1
15,25,4,4,5,0,0,279.06976744186,25,0,0,0,1
12,39,21,6,5,0,0,279.06976744186,39,1,0,0,1
14,27,7,2,5,0,0,279.06976744186,25,1,0,0,0
15,27,6,2,5,0,0,279.06976744186,20,1,0,0,0
0,33,27,7,4,0,0,279.06976744186,33,0,1,0,1
12,39,21,6,1,0,1,279.06976744186,39,0,1,0,0
8,32,18,4,1,0,1,279.06976744186,32,0,0,0,0
4,44,34,6,3,0,1,279.06976744186,44,1,0,0,0
12,37,19,6,1,0,1,279.06976744186,29,1,0,0,1
15,26,5,5,1,0,1,279.06976744186,26,1,0,0,0
8,38,24,6,4,0,0,279.06976744186,17,1,0,0,0
12,32,14,6,5,0,0,279.06976744186,32,1,0,0,0
8,23,9,6,2,0,1,279.06976744186,0,0,1,0,0
15,38,17,7,4,0,1,279.06976744186,36,0,1,0,1
10,18,2,5,4,0,0,279.06976744186,18,0,1,0,0
12,24,6,5,5,0,0,279.06976744186,24,1,0,0,0
8,30,16,2,4,0,0,279.06976744186,23,1,0,0,1
12,22,4,3,5,0,0,279.06976744186,22,1,0,0,0
14,39,19,3,5,0,0,279.06976744186,39,1,0,0,1
7,33,20,4,4,0,0,279.06976744186,33,1,0,0,0
12,46,28,4,4,0,0,279.06976744186,46,1,0,0,1
0,51,45,3,3,0,0,279.06976744186,51,0,1,0,0
8,27,13,6,4,0,0,279.06976744186,27,1,0,0,1
2,33,25,6,4,0,1,279.06976744186,33,1,0,0,0
12,36,18,5,1,0,1,279.06976744186,36,1,0,0,0
15,23,2,5,4,0,1,279.06976744186,23,1,0,0,0
9,29,14,2,4,0,0,279.06976744186,29,1,0,0,0
12,27,9,4,3,0,1,279.06976744186,27,1,0,0,0
7,19,6,3,4,0,1,279.06976744186,17,1,0,0,0
12,20,2,4,4,0,0,279.06976744186,18,1,0,0,0
8,25,11,5,4,0,0,279.06976744186,21,1,0,0,0
8,18,4,5,1,0,1,279.06976744186,18,0,1,0,0
8,40,26,3,2,0,1,279.06976744186,40,0,0,0,0
8,44,30,6,3,0,1,279.06976744186,15,1,0,0,0
6,53,41,6,3,0,1,279.06976744186,12,0,0,0,0
16,49,27,7,4,0,1,279.06976744186,49,1,0,0,0
7,23,10,2,2,0,1,279.06976744186,23,1,0,0,0
14,31,11,6,3,0,1,279.06976744186,31,1,0,0,0
12,43,25,6,2,0,1,279.06976744186,43,1,0,0,0
8,35,21,5,2,0,1,279.06976744186,35,1,0,0,0
11,25,8,7,2,0,1,279.06976744186,25,1,0,0,0
4,33,23,4,3,0,1,279.06976744186,33,1,0,0,0
8,31,17,4,5,0,0,279.06976744186,21,1,0,0,1
13,27,8,2,3,0,1,279.06976744186,27,1,0,0,0
8,24,10,4,2,0,0,279.06976744186,24,1,0,0,0
12,28,10,4,2,0,0,279.06976744186,28,0,1,0,0
12,40,22,5,4,0,0,279.06976744186,40,1,0,0,0
12,21,3,3,3,0,1,279.06976744186,21,1,0,0,0
8,32,18,6,1,0,1,279.06976744186,32,1,0,0,0
9,32,17,3,4,0,0,279.06976744186,32,0,1,0,0
11,32,15,5,4,0,0,279.06976744186,25,1,0,0,1
3,23,14,4,3,0,1,279.06976744186,23,0,0,0,0
11,22,5,4,4,0,1,279.06976744186,22,1,0,0,0
12,28,10,6,5,0,0,279.06976744186,28,1,0,0,0
13,40,21,2,4,0,0,279.06976744186,35,1,0,0,0
15,24,3,2,4,0,0,279.06976744186,24,0,1,0,0
14,34,14,2,3,0,0,279.06976744186,29,0,1,0,0
13,20,1,2,4,0,0,279.06976744186,20,0,1,0,0
11,30,13,4,2,0,1,279.06976744186,30,0,1,0,0
8,24,10,4,4,0,1,279.06976744186,15,1,0,0,0
8,21,7,6,2,0,1,279.06976744186,21,1,0,0,0
8,22,8,4,4,0,0,279.06976744186,22,1,0,0,0
7,52,39,3,1,0,1,279.06976744186,52,0,1,0,0
10,18,2,3,3,0,1,279.06976744186,18,1,0,0,0
6,29,17,3,2,0,1,279.06976744186,29,0,1,0,0
6,25,13,3,3,0,1,279.06976744186,25,0,1,0,0
16,23,1,6,5,0,0,279.06976744186,23,1,0,0,0
12,25,7,5,4,0,0,279.06976744186,20,1,0,0,0
6,36,24,5,3,0,1,279.06976744186,36,0,1,0,0
8,35,21,2,3,0,1,279.06976744186,35,0,1,0,0
16,27,5,6,5,0,0,279.06976744186,25,1,0,0,0
7,37,24,3,1,0,1,279.06976744186,37,0,1,0,0
6,44,32,6,1,0,1,279.06976744186,44,1,0,0,0
